timestamp,u,v,name,current_speed,freeflow_speed,confidence,api_key_used
2025-09-24 10:46:53,31674707,31700906,Akin Adesola Street,40,53,0.988056,Nm7j
2025-09-24 10:46:53,31674708,5902583245,Akin Adesola Street,40,53,0.988056,8yuW
2025-09-24 10:46:53,31674711,36240967,Akin Adesola Street,40,53,0.988056,9YAX
2025-09-24 10:46:53,31674712,168577454,Akin Adesola Street,40,53,0.988056,d6Dm
2025-09-24 10:46:53,31674712,5588108884,Ahmadu Bello Way,33,46,1.0,v1Ns
2025-09-24 10:46:53,31700878,5109668001,Akin Adesola Street,39,58,1.0,tOGs
2025-09-24 10:46:53,31700906,1472131511,Akin Adesola Street,40,53,0.988056,W5FR
2025-09-24 10:46:53,35723955,1235946207,Adeola Odeku Street,36,36,1.0,ds8s
2025-09-24 10:46:53,35723960,35723963,Adeola Odeku Street,36,36,1.0,HndD
2025-09-24 10:46:53,35723963,35723964,Adeola Odeku Street,36,36,1.0,Nm7j
2025-09-24 10:46:53,35723964,1598718049,Adeola Odeku Street,36,36,1.0,8yuW
2025-09-24 10:46:53,36240960,4742766612,Saka Tinubu Street,17,21,0.910436,9YAX
2025-09-24 10:46:53,36240962,1235946208,Saka Tinubu Street,17,21,0.910436,d6Dm
2025-09-24 10:46:53,36240962,95636908,Saka Tinubu Street,39,58,1.0,v1Ns
2025-09-24 10:46:53,36240966,31674711,Akin Adesola Street,40,53,0.988056,tOGs
2025-09-24 10:46:53,36240967,95636908,Saka Tinubu Street,39,58,1.0,W5FR
2025-09-24 10:46:53,36240967,31674708,Akin Adesola Street,40,53,0.988056,ds8s
2025-09-24 10:46:53,36240972,4019886799,Ahmadu Bello Way,33,46,1.0,HndD
2025-09-24 10:46:53,95636900,35723955,Adeola Odeku Street,36,36,1.0,Nm7j
2025-09-24 10:46:53,95636900,2339926113,Akin Adesola Street,24,36,0.966581,8yuW
2025-09-24 10:46:53,95636908,36240967,Saka Tinubu Street,40,53,0.988056,9YAX
2025-09-24 10:46:53,95636908,36240962,Saka Tinubu Street,17,21,0.910436,d6Dm
2025-09-24 10:46:53,95636908,4708819230,Akin Adesola Street,39,58,1.0,v1Ns
2025-09-24 10:46:53,95636982,168581819,Akin Adesola Street,39,58,1.0,tOGs
2025-09-24 10:46:53,95637019,31674712,Ahmadu Bello Way,40,53,0.988056,W5FR
2025-09-24 10:46:53,168574117,5622523770,Ahmadu Bello Way,23,30,0.756417,ds8s
2025-09-24 10:46:53,168577454,168581819,Ahmadu Bello Way,39,58,1.0,HndD
2025-09-24 10:46:53,168577454,36240966,Akin Adesola Street,40,53,0.988056,Nm7j
2025-09-24 10:46:53,168581819,95637019,Akin Adesola Street,39,58,1.0,8yuW
2025-09-24 10:46:53,168581819,1598717904,Ahmadu Bello Way,34,45,0.993841,9YAX
2025-09-24 10:46:53,168585503,1289576526,Ahmadu Bello Way,34,45,0.993841,d6Dm
2025-09-24 10:46:53,1235946200,1598717989,Saka Tinubu Street,17,21,0.910436,v1Ns
2025-09-24 10:46:53,1235946200,1235946208,Saka Tinubu Street,17,21,0.910436,tOGs
2025-09-24 10:46:53,1235946207,5246332238,Adeola Odeku Street,36,36,1.0,W5FR
2025-09-24 10:46:53,1235946208,36240962,Saka Tinubu Street,17,21,0.910436,ds8s
2025-09-24 10:46:53,1235946208,1235946200,Saka Tinubu Street,17,21,0.910436,HndD
2025-09-24 10:46:53,1289576526,168577454,Ahmadu Bello Way,40,53,0.988056,Nm7j
2025-09-24 10:46:53,1472121865,31700878,Akin Adesola Street,39,58,1.0,8yuW
2025-09-24 10:46:53,1472131511,3684154039,Akin Adesola Street,40,53,0.988056,9YAX
2025-09-24 10:46:53,1472142462,1472121865,Akin Adesola Street,39,58,1.0,d6Dm
2025-09-24 10:46:53,1480437223,5246332227,Adeola Odeku Street,24,36,0.966581,v1Ns
2025-09-24 10:46:53,1598717904,168574117,Ahmadu Bello Way,34,45,0.993841,tOGs
2025-09-24 10:46:53,1598717989,4742766612,Saka Tinubu Street,17,21,0.910436,W5FR
2025-09-24 10:46:53,1598717989,1235946200,Saka Tinubu Street,17,21,0.910436,ds8s
2025-09-24 10:46:53,1598718049,2339926122,Adeola Odeku Street,36,36,1.0,HndD
2025-09-24 10:46:53,1652204774,6959043879,Ahmadu Bello Way,33,46,1.0,Nm7j
2025-09-24 10:46:53,2339926111,2339926113,Adeola Odeku Street,24,36,0.966581,8yuW
2025-09-24 10:46:53,2339926113,31674708,Adeola Odeku Street,40,53,0.988056,9YAX
2025-09-24 10:46:53,2339926113,95636908,Akin Adesola Street,39,58,1.0,d6Dm
2025-09-24 10:46:53,2339926116,2339926111,Adeola Odeku Street,24,36,0.966581,v1Ns
2025-09-24 10:46:53,2339926118,2339926116,Adeola Odeku Street,24,36,0.966581,tOGs
2025-09-24 10:46:53,2339926122,35723968,Adeola Odeku Street,27,27,1.0,W5FR
2025-09-24 10:46:53,2339926123,2389029051,Adeola Odeku Street,23,28,0.96522,ds8s
2025-09-24 10:46:53,2339926125,2339926123,Adeola Odeku Street,36,36,1.0,HndD
2025-09-24 10:46:53,2389029051,2339926118,Adeola Odeku Street,24,36,0.966581,Nm7j
2025-09-24 10:46:53,4019886799,4707949582,Ahmadu Bello Way,33,46,1.0,8yuW
2025-09-24 10:46:53,4707949582,95637019,Ahmadu Bello Way,39,58,1.0,9YAX
2025-09-24 10:46:53,4708819230,95636982,Akin Adesola Street,39,58,1.0,d6Dm
2025-09-24 10:46:53,4742766612,36240960,Saka Tinubu Street,18,27,0.87,v1Ns
2025-09-24 10:46:53,4742766612,1598717989,Saka Tinubu Street,17,21,0.910436,tOGs
2025-09-24 10:46:53,5109667999,31674707,Akin Adesola Street,40,53,0.988056,W5FR
2025-09-24 10:46:53,5109668001,95636900,Akin Adesola Street,36,36,1.0,ds8s
2025-09-24 10:46:53,5246332227,2339926125,Adeola Odeku Street,24,36,0.966581,HndD
2025-09-24 10:46:53,5246332238,35723960,Adeola Odeku Street,36,36,1.0,Nm7j
2025-09-24 10:46:53,5588108884,31674715,Ahmadu Bello Way,33,46,1.0,8yuW
2025-09-24 10:46:53,5588108893,1652204774,Ahmadu Bello Way,33,46,1.0,9YAX
2025-09-24 10:46:53,5622523770,5196725569,Ahmadu Bello Way,34,45,0.993841,d6Dm
2025-09-24 10:46:53,5902583245,95636900,Adeola Odeku Street,36,36,1.0,v1Ns
2025-09-24 10:46:53,5902583245,5109667999,Akin Adesola Street,15,20,1.0,tOGs
2025-09-24 10:46:53,6959043879,36240972,Ahmadu Bello Way,23,30,0.756417,W5FR
2025-09-24 10:52:05,31674707,31700906,Akin Adesola Street,39,52,0.992512,ds8s
2025-09-24 10:52:05,31674708,5902583245,Akin Adesola Street,39,52,0.992512,HndD
2025-09-24 10:52:05,31674711,36240967,Akin Adesola Street,39,52,0.992512,Nm7j
2025-09-24 10:52:05,31674712,168577454,Akin Adesola Street,39,52,0.992512,8yuW
2025-09-24 10:52:05,31674712,5588108884,Ahmadu Bello Way,36,47,1.0,9YAX
2025-09-24 10:52:05,31700878,5109668001,Akin Adesola Street,40,57,1.0,d6Dm
2025-09-24 10:52:05,31700906,1472131511,Akin Adesola Street,39,52,0.992512,v1Ns
2025-09-24 10:52:05,35723955,1235946207,Adeola Odeku Street,36,36,1.0,tOGs
2025-09-24 10:52:05,35723960,35723963,Adeola Odeku Street,36,36,1.0,W5FR
2025-09-24 10:52:05,35723963,35723964,Adeola Odeku Street,36,36,1.0,ds8s
2025-09-24 10:52:05,35723964,1598718049,Adeola Odeku Street,36,36,1.0,HndD
2025-09-24 10:52:05,36240960,4742766612,Saka Tinubu Street,17,22,0.917393,Nm7j
2025-09-24 10:52:05,36240962,1235946208,Saka Tinubu Street,17,22,0.917393,8yuW
2025-09-24 10:52:05,36240962,95636908,Saka Tinubu Street,40,57,1.0,9YAX
2025-09-24 10:52:05,36240966,31674711,Akin Adesola Street,39,52,0.992512,d6Dm
2025-09-24 10:52:05,36240967,95636908,Saka Tinubu Street,40,57,1.0,v1Ns
2025-09-24 10:52:05,36240967,31674708,Akin Adesola Street,39,52,0.992512,tOGs
2025-09-24 10:52:05,36240972,4019886799,Ahmadu Bello Way,36,47,1.0,W5FR
2025-09-24 10:52:05,95636900,35723955,Adeola Odeku Street,36,36,1.0,ds8s
2025-09-24 10:52:05,95636900,2339926113,Akin Adesola Street,23,36,0.96621,HndD
2025-09-24 10:52:05,95636908,36240967,Saka Tinubu Street,39,52,0.992512,Nm7j
2025-09-24 10:52:05,95636908,36240962,Saka Tinubu Street,17,22,0.917393,8yuW
2025-09-24 10:52:05,95636908,4708819230,Akin Adesola Street,40,57,1.0,9YAX
2025-09-24 10:52:05,95636982,168581819,Akin Adesola Street,40,57,1.0,d6Dm
2025-09-24 10:52:05,95637019,31674712,Ahmadu Bello Way,39,52,0.992512,v1Ns
2025-09-24 10:52:05,168574117,5622523770,Ahmadu Bello Way,22,31,0.773738,tOGs
2025-09-24 10:52:05,168577454,168581819,Ahmadu Bello Way,40,57,1.0,W5FR
2025-09-24 10:52:05,168577454,36240966,Akin Adesola Street,39,52,0.992512,ds8s
2025-09-24 10:52:05,168581819,95637019,Akin Adesola Street,40,57,1.0,HndD
2025-09-24 10:52:05,168581819,1598717904,Ahmadu Bello Way,35,46,0.991261,Nm7j
2025-09-24 10:52:05,168585503,1289576526,Ahmadu Bello Way,35,46,0.991261,8yuW
2025-09-24 10:52:05,1235946200,1598717989,Saka Tinubu Street,17,22,0.917393,9YAX
2025-09-24 10:52:05,1235946200,1235946208,Saka Tinubu Street,17,22,0.917393,d6Dm
2025-09-24 10:52:05,1235946207,5246332238,Adeola Odeku Street,36,36,1.0,v1Ns
2025-09-24 10:52:05,1235946208,36240962,Saka Tinubu Street,17,22,0.917393,tOGs
2025-09-24 10:52:05,1235946208,1235946200,Saka Tinubu Street,17,22,0.917393,W5FR
2025-09-24 10:52:05,1289576526,168577454,Ahmadu Bello Way,39,52,0.992512,ds8s
2025-09-24 10:52:05,1472121865,31700878,Akin Adesola Street,40,57,1.0,HndD
2025-09-24 10:52:05,1472131511,3684154039,Akin Adesola Street,39,52,0.992512,Nm7j
2025-09-24 10:52:05,1472142462,1472121865,Akin Adesola Street,40,57,1.0,8yuW
2025-09-24 10:52:05,1480437223,5246332227,Adeola Odeku Street,23,36,0.96621,9YAX
2025-09-24 10:52:05,1598717904,168574117,Ahmadu Bello Way,35,46,0.991261,d6Dm
2025-09-24 10:52:05,1598717989,4742766612,Saka Tinubu Street,17,22,0.917393,v1Ns
2025-09-24 10:52:05,1598717989,1235946200,Saka Tinubu Street,17,22,0.917393,tOGs
2025-09-24 10:52:05,1598718049,2339926122,Adeola Odeku Street,36,36,1.0,W5FR
2025-09-24 10:52:05,1652204774,6959043879,Ahmadu Bello Way,36,47,1.0,ds8s
2025-09-24 10:52:05,2339926111,2339926113,Adeola Odeku Street,23,36,0.96621,HndD
2025-09-24 10:52:05,2339926113,31674708,Adeola Odeku Street,39,52,0.992512,Nm7j
2025-09-24 10:52:05,2339926113,95636908,Akin Adesola Street,40,57,1.0,8yuW
2025-09-24 10:52:05,2339926116,2339926111,Adeola Odeku Street,23,36,0.96621,9YAX
2025-09-24 10:52:05,2339926118,2339926116,Adeola Odeku Street,23,36,0.96621,d6Dm
2025-09-24 10:52:05,2339926122,35723968,Adeola Odeku Street,27,27,1.0,v1Ns
2025-09-24 10:52:05,2339926123,2389029051,Adeola Odeku Street,22,27,0.955073,tOGs
2025-09-24 10:52:05,2339926125,2339926123,Adeola Odeku Street,36,36,1.0,W5FR
2025-09-24 10:52:05,2389029051,2339926118,Adeola Odeku Street,23,36,0.96621,ds8s
2025-09-24 10:52:05,4019886799,4707949582,Ahmadu Bello Way,36,47,1.0,HndD
2025-09-24 10:52:05,4707949582,95637019,Ahmadu Bello Way,40,57,1.0,Nm7j
2025-09-24 10:52:05,4708819230,95636982,Akin Adesola Street,40,57,1.0,8yuW
2025-09-24 10:52:05,4742766612,36240960,Saka Tinubu Street,22,26,0.886102,9YAX
2025-09-24 10:52:05,4742766612,1598717989,Saka Tinubu Street,17,22,0.917393,d6Dm
2025-09-24 10:52:05,5109667999,31674707,Akin Adesola Street,39,52,0.992512,v1Ns
2025-09-24 10:52:05,5109668001,95636900,Akin Adesola Street,36,36,1.0,tOGs
2025-09-24 10:52:05,5246332227,2339926125,Adeola Odeku Street,23,36,0.96621,W5FR
2025-09-24 10:52:05,5246332238,35723960,Adeola Odeku Street,36,36,1.0,ds8s
2025-09-24 10:52:05,5588108884,31674715,Ahmadu Bello Way,36,47,1.0,HndD
2025-09-24 10:52:05,5588108893,1652204774,Ahmadu Bello Way,36,47,1.0,Nm7j
2025-09-24 10:52:05,5622523770,5196725569,Ahmadu Bello Way,35,46,0.991261,8yuW
2025-09-24 10:52:05,5902583245,95636900,Adeola Odeku Street,36,36,1.0,9YAX
2025-09-24 10:52:05,5902583245,5109667999,Akin Adesola Street,13,19,1.0,d6Dm
2025-09-24 10:52:05,6959043879,36240972,Ahmadu Bello Way,22,31,0.773738,v1Ns
2025-09-24 10:57:19,31674707,31700906,Akin Adesola Street,41,52,0.996519,tOGs
2025-09-24 10:57:19,31674708,5902583245,Akin Adesola Street,41,52,0.996519,W5FR
2025-09-24 10:57:19,31674711,36240967,Akin Adesola Street,40,52,0.99567,ds8s
2025-09-24 10:57:19,31674712,168577454,Akin Adesola Street,40,52,0.99567,HndD
2025-09-24 10:57:19,31674712,5588108884,Ahmadu Bello Way,36,46,0.999522,Nm7j
2025-09-24 10:57:19,31700878,5109668001,Akin Adesola Street,42,58,1.0,8yuW
2025-09-24 10:57:19,31700906,1472131511,Akin Adesola Street,40,52,0.99567,9YAX
2025-09-24 10:57:19,35723955,1235946207,Adeola Odeku Street,29,36,1.0,d6Dm
2025-09-24 10:57:19,35723960,35723963,Adeola Odeku Street,29,36,1.0,v1Ns
2025-09-24 10:57:19,35723963,35723964,Adeola Odeku Street,29,36,1.0,tOGs
2025-09-24 10:57:19,35723964,1598718049,Adeola Odeku Street,29,36,1.0,W5FR
2025-09-24 10:57:19,36240960,4742766612,Saka Tinubu Street,19,22,0.859471,ds8s
2025-09-24 10:57:19,36240962,1235946208,Saka Tinubu Street,19,22,0.859471,HndD
2025-09-24 10:57:19,36240962,95636908,Saka Tinubu Street,42,58,1.0,Nm7j
2025-09-24 10:57:19,36240966,31674711,Akin Adesola Street,40,52,0.99567,8yuW
2025-09-24 10:57:19,36240967,95636908,Saka Tinubu Street,42,58,1.0,9YAX
2025-09-24 10:57:19,36240967,31674708,Akin Adesola Street,40,52,0.99567,d6Dm
2025-09-24 10:57:19,36240972,4019886799,Ahmadu Bello Way,36,46,0.999522,v1Ns
2025-09-24 10:57:19,95636900,35723955,Adeola Odeku Street,29,36,1.0,tOGs
2025-09-24 10:57:19,95636900,2339926113,Akin Adesola Street,26,34,0.965189,W5FR
2025-09-24 10:57:19,95636908,36240967,Saka Tinubu Street,40,52,0.99567,ds8s
2025-09-24 10:57:19,95636908,36240962,Saka Tinubu Street,19,22,0.859471,HndD
2025-09-24 10:57:19,95636908,4708819230,Akin Adesola Street,42,58,1.0,Nm7j
2025-09-24 10:57:19,95636982,168581819,Akin Adesola Street,42,58,1.0,8yuW
2025-09-24 10:57:19,95637019,31674712,Ahmadu Bello Way,40,52,0.99567,9YAX
2025-09-24 10:57:19,168574117,5622523770,Ahmadu Bello Way,20,29,0.876926,d6Dm
2025-09-24 10:57:19,168577454,168581819,Ahmadu Bello Way,42,58,1.0,v1Ns
2025-09-24 10:57:19,168577454,36240966,Akin Adesola Street,40,52,0.99567,tOGs
2025-09-24 10:57:19,168581819,95637019,Akin Adesola Street,42,58,1.0,W5FR
2025-09-24 10:57:19,168581819,1598717904,Ahmadu Bello Way,33,45,0.99434,ds8s
2025-09-24 10:57:19,168585503,1289576526,Ahmadu Bello Way,33,45,0.99434,HndD
2025-09-24 10:57:19,1235946200,1598717989,Saka Tinubu Street,19,22,0.859471,Nm7j
2025-09-24 10:57:19,1235946200,1235946208,Saka Tinubu Street,19,22,0.859471,8yuW
2025-09-24 10:57:19,1235946207,5246332238,Adeola Odeku Street,29,36,1.0,9YAX
2025-09-24 10:57:19,1235946208,36240962,Saka Tinubu Street,19,22,0.859471,d6Dm
2025-09-24 10:57:19,1235946208,1235946200,Saka Tinubu Street,19,22,0.859471,v1Ns
2025-09-24 10:57:19,1289576526,168577454,Ahmadu Bello Way,40,52,0.99567,tOGs
2025-09-24 10:57:19,1472121865,31700878,Akin Adesola Street,42,58,1.0,W5FR
2025-09-24 10:57:19,1472131511,3684154039,Akin Adesola Street,40,52,0.99567,ds8s
2025-09-24 10:57:19,1472142462,1472121865,Akin Adesola Street,42,58,1.0,HndD
2025-09-24 10:57:19,1480437223,5246332227,Adeola Odeku Street,26,34,0.965189,Nm7j
2025-09-24 10:57:19,1598717904,168574117,Ahmadu Bello Way,33,45,0.99434,8yuW
2025-09-24 10:57:19,1598717989,4742766612,Saka Tinubu Street,19,22,0.859471,9YAX
2025-09-24 10:57:19,1598717989,1235946200,Saka Tinubu Street,19,22,0.859471,d6Dm
2025-09-24 10:57:19,1598718049,2339926122,Adeola Odeku Street,29,36,1.0,v1Ns
2025-09-24 10:57:19,1652204774,6959043879,Ahmadu Bello Way,36,46,0.999522,tOGs
2025-09-24 10:57:19,2339926111,2339926113,Adeola Odeku Street,26,34,0.965189,W5FR
2025-09-24 10:57:19,2339926113,31674708,Adeola Odeku Street,40,52,0.99567,ds8s
2025-09-24 10:57:19,2339926113,95636908,Akin Adesola Street,42,58,1.0,HndD
2025-09-24 10:57:19,2339926116,2339926111,Adeola Odeku Street,26,34,0.965189,Nm7j
2025-09-24 10:57:19,2339926118,2339926116,Adeola Odeku Street,26,34,0.965189,8yuW
2025-09-24 10:57:19,2339926122,35723968,Adeola Odeku Street,27,27,1.0,9YAX
2025-09-24 10:57:19,2339926123,2389029051,Adeola Odeku Street,17,27,0.948662,d6Dm
2025-09-24 10:57:19,2339926125,2339926123,Adeola Odeku Street,29,36,1.0,v1Ns
2025-09-24 10:57:19,2389029051,2339926118,Adeola Odeku Street,26,34,0.965189,tOGs
2025-09-24 10:57:19,4019886799,4707949582,Ahmadu Bello Way,36,46,0.999522,W5FR
2025-09-24 10:57:19,4707949582,95637019,Ahmadu Bello Way,42,58,1.0,ds8s
2025-09-24 10:57:19,4708819230,95636982,Akin Adesola Street,42,58,1.0,HndD
2025-09-24 10:57:19,4742766612,36240960,Saka Tinubu Street,21,26,0.866731,Nm7j
2025-09-24 10:57:19,4742766612,1598717989,Saka Tinubu Street,19,22,0.859471,8yuW
2025-09-24 10:57:19,5109667999,31674707,Akin Adesola Street,40,52,0.99567,9YAX
2025-09-24 10:57:19,5109668001,95636900,Akin Adesola Street,29,36,1.0,d6Dm
2025-09-24 10:57:19,5246332227,2339926125,Adeola Odeku Street,26,34,0.965189,v1Ns
2025-09-24 10:57:19,5246332238,35723960,Adeola Odeku Street,29,36,1.0,tOGs
2025-09-24 10:57:19,5588108884,31674715,Ahmadu Bello Way,36,46,0.999522,W5FR
2025-09-24 10:57:19,5588108893,1652204774,Ahmadu Bello Way,36,46,0.999522,ds8s
2025-09-24 10:57:19,5622523770,5196725569,Ahmadu Bello Way,33,45,0.99434,HndD
2025-09-24 10:57:19,5902583245,95636900,Adeola Odeku Street,29,36,1.0,Nm7j
2025-09-24 10:57:19,5902583245,5109667999,Akin Adesola Street,10,20,0.999663,8yuW
2025-09-24 10:57:19,6959043879,36240972,Ahmadu Bello Way,20,29,0.876926,9YAX
2025-09-24 11:02:32,31674707,31700906,Akin Adesola Street,38,52,0.995669,d6Dm
2025-09-24 11:02:32,31674708,5902583245,Akin Adesola Street,38,52,0.995669,v1Ns
2025-09-24 11:02:32,31674711,36240967,Akin Adesola Street,38,52,0.995669,tOGs
2025-09-24 11:02:32,31674712,168577454,Akin Adesola Street,38,52,0.995669,W5FR
2025-09-24 11:02:32,31674712,5588108884,Ahmadu Bello Way,34,46,0.999581,ds8s
2025-09-24 11:02:32,31700878,5109668001,Akin Adesola Street,41,57,1.0,HndD
2025-09-24 11:02:32,31700906,1472131511,Akin Adesola Street,38,52,0.995669,Nm7j
2025-09-24 11:02:32,35723955,1235946207,Adeola Odeku Street,28,35,1.0,8yuW
2025-09-24 11:02:32,35723960,35723963,Adeola Odeku Street,28,35,1.0,9YAX
2025-09-24 11:02:32,35723963,35723964,Adeola Odeku Street,28,35,1.0,d6Dm
2025-09-24 11:02:32,35723964,1598718049,Adeola Odeku Street,28,35,1.0,v1Ns
2025-09-24 11:02:32,36240960,4742766612,Saka Tinubu Street,19,22,0.915594,tOGs
2025-09-24 11:02:32,36240962,1235946208,Saka Tinubu Street,19,22,0.915594,W5FR
2025-09-24 11:02:32,36240962,95636908,Saka Tinubu Street,41,57,1.0,ds8s
2025-09-24 11:02:32,36240966,31674711,Akin Adesola Street,38,52,0.995669,HndD
2025-09-24 11:02:32,36240967,95636908,Saka Tinubu Street,41,57,1.0,Nm7j
2025-09-24 11:02:32,36240967,31674708,Akin Adesola Street,38,52,0.995669,8yuW
